access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-12-29,,Public,207755,2022-03-08,,E,,,City of Nelson - Selkirk College - 10th street campus,888-356-8911,2023-12-29T11:42:53Z,,GPS,49.505147,-117.267125,Nelson,,820 Tenth Street,V1L 3C7,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['5aeb25d5-197b-41bc-b9cd-2d48663ee6a3'],"['020a9dab-f8fb-4906-860f-516457969507', '167d148a-a778-4c4f-9acf-fafc23513fd7']"
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208781,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,CONVENIENCE_STORE,GPS,49.0367,-122.294,Abbotsford,,1915 McCallum Road,V2S 3N1,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208782,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,,GPS,50.6521,-120.3683,Kamloops,,1120 Rogers Way,V1S 1N5,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208783,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,,GPS,49.8815,-119.4536,Kelowna,,1901 Harvey Avenue,V1Y 6G5,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208784,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,,GPS,49.1625,-122.6603,Langley City,,20250 88th Avenue,V1Y 6G5,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208785,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,,GPS,49.2338,-123.139,Vancouver,,5702 Granville St,V6M 3C7,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208819,,LG,P,False,,City of Delta,,2023-12-13T17:24:19Z,,GPS,49.087949,-123.082679,Delta,,4683 51st Street,V4K 2V8,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208820,,LG,P,False,,City of Delta,,2023-12-13T17:24:19Z,,GPS,49.0838531,-123.0645496,Delta,,5755 Mountainview Boulevard,V4K 3E1,['J1772'],,,4.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208821,,LG,P,False,,City of Delta,,2023-12-13T17:24:19Z,,GPS,49.1560364,-122.9133575,Delta,,11415 84th Avenue,V4C 2T7,['J1772'],,,4.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208822,,LG,P,False,,City of Delta,,2023-12-13T17:24:19Z,,GPS,49.144862,-122.912669,Delta,,7815 112th Street,V4C 7T2,['J1772'],,,4.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208837,,LG,P,False,,City of Richmond,,2023-12-13T17:24:19Z,,GPS,49.1267423,-123.1820282,Richmond,,4151 Chatham Street,V7E 2Z7,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208839,,LG,P,False,,City of Richmond,,2023-12-13T17:24:19Z,,GPS,49.1549985,-123.1550807,Richmond,,6440 Blundell Road,V7C 1H8,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208840,,LG,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,,GPS,49.26047,-123.0717043,Vancouver,,1664 East 11th Avenue,V5N 1Y7,,2.0,,,Non-Networked,,Free,,False,,,PRÉVU - pas encore accessible (Public),Gratuit,,
24 hours per day,,,2023-09-14,,Public,208841,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.2274134,-123.0465793,Vancouver,,6260 Killarney St,V5S 2X7,['J1772'],,,3.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2 per hour,,False,Accessible 24 heures par jour,,Public,$2 par hour,,
10:00-20:00 daily,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,208842,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.2551815,-123.0673968,Vancouver,,3360 Victoria Dr,V5N 4M4,['J1772'],,,3.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2 per hour,,False,10:00-20:00 chaque jour,,Public - Carte de crédit en tout temps,$2 par heure,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208843,,LG,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,,GPS,49.2438002,-123.188331,Vancouver,,4747 Dunbar Street,V6S 2H2,['J1772'],,,2.0,Non-Networked,,$2 per hour,,False,,,PRÉVU - pas encore accessible (Public),$2 par heure,,
6:00-21:00 daily,,,2023-09-14,,Public,208844,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.2144516,-123.034255,Vancouver,,3350 Maquinna Dr,V5S 4C6,['J1772'],,,3.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2 per hour,,False,6:00-21:00 chaque jour,,Public,$2 par heure,,
6:00-21:00 daily,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,208845,,LG,E,False,,City of Vancouver,,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.23723,-123.0769734,Vancouver,,5175 Dumfries St,V5P 3A2,['J1772'],,,3.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2 per hour,,False,6:00-21:00 chaque jour,,Public - Carte de crédit en tout temps,$2 par heure,,
6:00-21:00 daily,CREDIT_CARD_ALWAYS,EFS,2023-09-14,2024-09-15,PLANNED - not yet accessible (Public - Credit card at all times),208846,,LG,P,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.2907643,-123.1476858,Vancouver,,2099 Beach Ave,V6G 1Z4,['J1772'],,,3.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2 per hour,,False,6:00-21:00 par Jour,,PRÉVU - pas encore accessible (Public - Carte de crédit en tout temps),$2 par heure,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208847,,LG,P,False,,City of Vancouver,,2023-12-13T17:24:19Z,,GPS,49.2750552,-123.0726027,Vancouver,,1661 Napier Street,V5L 3X1,['J1772'],,,2.0,Non-Networked,,$2 per hour,,False,,,PRÉVU - pas encore accessible (Public),$2 par heure,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),208852,,P,P,False,,Corporation of the City of North Vancouver,,2023-12-13T17:24:19Z,,GPS,49.319679,-123.069656,North Vancouver,,165 E 13th (Fire Hall),V7L 2L3,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),209326,,P,P,False,,First Capital Asset Management LP,,2023-12-13T17:24:19Z,,GPS,49.03338,-122.80154,Surrey,,1711-152 Street,V4A 4N3,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),209329,,T,P,False,,FortisBC,,2023-12-13T17:24:19Z,,GPS,49.032155,-118.441165,Grand Forks,,534 Central Avenue,V0H 1H0,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),209365,,P,P,False,,7-Eleven,,2023-12-13T17:24:19Z,,GPS,48.4481,-123.3721,Victoria,,3201 Douglas Avenue,V8Z 3K8,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),209367,,T,P,False,,BC Hydro,,2023-12-13T17:24:19Z,,GPS,48.428164,-123.365799,Victoria,,Broad Street & Pandora Avenue,V8W 1P6,['J1772'],,,2.0,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210154,,P,P,False,,Quadreal Property Group G.P. Inc,,2023-12-13T17:24:19Z,,GPS,49.2853872,-123.1266874,Vancouver,,745 Thurlow Street,V6E 1V8,['J1772'],,,3.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210155,,P,P,False,,Quadreal Property Group G.P. Inc,,2023-12-13T17:24:19Z,,GPS,49.2615273,-123.0442556,Vancouver,,2955 Virtual Way,V5M 4X3,['J1772'],,,5.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210156,,T,P,False,,BC Hydro,,2023-12-13T17:24:19Z,,GPS,48.425577,-123.366473,Victoria,,Broad Street & View Street,V8W 2A4,['J1772'],,,2.0,BCHYDRO,https://www.bchydro.com/powersmart/electric-vehicles/charging/bc-hydro-ev-network.html,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210157,,P,P,False,,Quadreal Property Group G.P. Inc,,2023-12-13T17:24:19Z,,GPS,49.2849956,-123.121177,Vancouver,,666 Burrard Street,V6C 3P6,,1.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210193,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.0557866983106,-122.381935214992,Abbotsford,,30362 Fraser Hwy,V4X 1G2,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210200,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.1516772733875,-121.976776459172,Chilliwack,,"8236 Eagle Landing Parkway, Unit 10",V2R 0R5,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210204,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,51.3154097971429,-116.973932814457,Golden,,14 St N And Hwy 1,V0A 1H0,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210206,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,48.4571419388754,-123.539977671025,Langford,,2890 Westshore Pkwy,V9B 0B2,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210207,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.1594824439386,-122.667240889696,Langley,,8622 200 St,V2Y 0B3,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210209,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.2202720460723,-122.578580043824,Maple Ridge,,23212 Dewdney Trunk Road,V2X 3K2,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210216,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.2352435802342,-122.770497272852,Port Coquitlam,,1190 Pitt River Rd,V3C 1N4,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210218,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,51.0094525918297,-118.214587286104,Revelstoke,,1840 Trans Canada Hwy,V0E 2S0,,3.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210222,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,50.8371122419086,-118.976205972698,Sicamous,,1229 Eagle Pass Way,V0E 2V0,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210223,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.1043078035724,-122.801607088009,Surrey,,15184 56 Ave,V3S 1B8,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210226,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.2695858862826,-123.101180101581,Vancouver,,1785 Main St,V5T 3B5,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210227,,P,P,False,,Shell Canada Ltd,,2023-12-13T17:24:19Z,,GPS,49.8280966,-119.6367945,West Kelowna,,2551 Dobbin Road,V4T 2J6,,2.0,,,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
,,,2023-12-13,2024-12-01,PLANNED - not yet accessible (Public),210415,,P,P,False,,Quadreal Property Group G.P. Inc,,2023-12-13T17:24:19Z,,GPS,48.440635,-123.5086167,Victoria,,2945 Jacklin Road,V9B 5E3,['J1772'],,,2.0,Non-Networked,,,,False,,,PRÉVU - pas encore accessible (Public),,,
24 hours daily,,A D Debit M V,2023-07-01,,Public,211934,2022-03-17,P,E,False,LD,The Amazing Brentwood - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,PARKING_GARAGE,GPS,49.26789891,-123.00274854,Burnaby,,4567  Lougheed Highway,V5C 3Z6,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['15551'],
24 hours daily,,,2023-12-30,,Public,212042,2022-03-19,,E,,,QUALICUMBEACH BEACH BATHROOMS,888-758-4389,2023-12-30T01:40:34Z,,GPS,49.35456,-124.44799,Qualicum Beach,,2811 Island Hwy W,V9K 2C4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12622791'],"['21835141', '21835151']"
24 hours daily,,,2023-12-30,,Public,212043,2022-03-19,,E,,,QUALICUMBEACH OLDSCHOOLHOUSE,888-758-4389,2023-12-30T01:40:34Z,,GPS,49.345917,-124.44306,Qualicum Beach,,122 Fern Rd W,V9K 2K1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12626631'],"['21842041', '21842051']"
24 hours daily,,,2023-12-29,,Public,212641,2022-03-24,,E,,,EasyPark - Lot 4 - 107 East Cordova St.,888-356-8911,2023-12-29T11:40:46Z,,GPS,49.282333,-123.101685,Vancouver,,107 East Cordova St,V6A 1K3,['J1772'],,,3.0,FLO,https://flo.ca/,,,False,,,Public,,['2366d0cd-041b-458d-a806-1437ac214afb'],"['4cd6b6f0-d991-4651-898f-a6228ecc7076', '8371c697-e413-4954-ac92-c9e3f77799a2', 'd8e9cc6b-899d-47b4-801c-cc838a0b357e']"
24 hours daily,,,2023-12-29,,Public,213030,2022-03-29,,E,,,EasyPark - Lot 128 - 5750 Yew St,888-356-8911,2023-12-29T11:42:12Z,,GPS,49.233796,-123.158558,Vancouver,,5750 Yew Street,V6M 3Y6,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['a203932e-1b5f-48f0-b1bc-273e0a3b1537'],"['0ca02379-22f8-408a-b920-ac4c24f86905', '34dfca9e-6f3b-4b83-be39-0c865fec44f1']"
24 hours daily,,,2023-12-30,,Public,213192,2022-04-01,,E,,,CITYOFVANCOUVER 2221 MAIN DCFC2,888-758-4389,2023-12-30T01:40:34Z,,GPS,49.265159,-123.101209,Vancouver,,2221 Main St,V5T 1J5,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12531061'],['21686911']
24 hours daily,,,2023-12-30,,Public,213197,2022-04-01,,E,,,CITYOFVANCOUVER 2221 MAIN DCFC1,888-758-4389,2023-12-30T01:40:35Z,,GPS,49.265155,-123.101216,Vancouver,,2221 Main St,V5T 1J5,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12682761'],['21933471']
24 hours daily,,,2023-12-29,,Public,213210,2022-04-01,,E,,,Motz road parking area,888-356-8911,2023-12-29T11:42:40Z,,GPS,54.510618,-128.55635,Terrace,,4087 Motz Road,V8G 3N1,"['CHADEMO', 'J1772', 'J1772COMBO']",2.0,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['974721ed-c889-4f05-a116-f8e7b4a8bb6e'],"['0414e780-300b-4a20-ba97-112555fc46c9', '220230e6-65f4-4df3-a701-f0bc2a03837d', '4b4b5086-cd7b-4e22-91bc-c94e39380619']"
24 hours daily,,,2023-12-30,,Public,213349,2022-04-02,,E,,,CITY OF SURREY GHAC-STN1,888-758-4389,2023-12-30T01:40:35Z,,GPS,49.046158,-122.755552,Surrey,,16855 24 Ave,V3S 0A2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12698581'],"['21951351', '21951361']"
24 hours daily,,,2023-12-29,,Public,213441,2022-04-05,,E,,,EasyPark - Lot 8 - 65 West Cordova St. Vancouver,888-356-8911,2023-12-29T11:42:39Z,,GPS,49.282854,-123.106409,Vancouver,,65 West Cordova Street,V6B 8P6,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['3e875b5d-d2ca-4234-bcc7-f84a918527bb'],"['621cca6f-51a6-48f0-8e20-3cdf42854093', 'b0847b68-67ad-4753-a453-e7f57b181a0b']"
24 hours daily,,,2023-12-29,,Public,213442,2022-04-05,,E,,,New Denver Centennial Park,888-356-8911,2023-12-29T11:42:51Z,,GPS,49.987071,-117.376647,New Denver,,217 3rd Avenue,V0G 1S0,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['34bbb829-ef6c-463b-a469-29c509ae81fd'],"['5c47b44b-be6f-4dc4-bb70-934aa0bd07ca', 'dce5cc77-fdb6-4f40-813a-230659e85abf']"
24 hours daily,,,2023-12-29,,Public,213444,2022-04-05,,E,,,EasyPark - Lot 167 - 2131 Manitoba St,888-356-8911,2023-12-29T11:42:50Z,,GPS,49.2663,-123.106755,Vancouver,,2131 Manitoba St,V5Y 1H7,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['e3bac47e-f837-461e-ae62-a92e12d35faf'],"['3f95302a-3d25-41df-a336-e3b074055c73', '6ff3346d-b709-4d19-aa9f-714b70bcb8e3', '7309c73a-d460-438f-aa5d-db160d57c926', '85915c25-3391-4d70-964c-6a0af4de9090']"
24 hours daily,,,2023-12-29,,Public,213507,2022-04-06,,E,,,Health Sciences Centre P1-5,888-356-8911,2023-12-29T11:40:47Z,,GPS,49.2520947966656,-123.003430993844,Burnaby,,3700 Willingdon Ave,V5G 3H2,['J1772'],,,11.0,FLO,https://flo.ca/,,,False,,,Public,,['c153f548-8caf-4225-bfc2-182a99c76693'],"['37230ac7-61e5-4a56-bbb9-92827eea3e19', '40cba538-fcc7-49b6-94fd-24f2344f0bfb', '67a79bf6-1bdc-40c2-b26c-22df659ecf92', '7eebd29d-ed61-4e4b-a161-6b491489f3bc', '92094d38-7741-4cff-87ee-71b1df64a53d', 'ac538e55-68f2-4c10-839f-2a9034a886a9', 'bed1a65b-c2f3-40cc-a0c6-f49dac3f8a8d', 'cf2cf4d5-0003-4128-a07a-4d39c17adf6a', 'e449e9e7-9d06-455a-af51-965353408ef1', 'e47fb67c-dcaf-4d0b-909c-2c174db028ac', 'fc2e1aff-7d31-4e04-b98e-5ebbadb7357e']"
24 hours daily,,,2023-12-29,,Public,213571,2022-04-07,,E,,,EasyPark - Lot 55 - 909 Mainland St.,888-356-8911,2023-12-29T11:41:23Z,,GPS,49.277562,-123.118672,Vancouver,,909 Mainland St.,V6B 1S3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['c80ffb2b-23ee-4ed7-826e-4922d4d52bdc'],"['a2ed74cc-5ff9-4d85-a65e-262e9858cc14', 'c4e78563-793c-4b99-993a-16423b5e395e']"
24 hours daily,,,2023-12-29,,Public,213572,2022-04-07,,E,,,EasyPark - Lot 126 - 151 West Cordova,888-356-8911,2023-12-29T11:42:43Z,,GPS,49.283203,-123.108266,Vancouver,,151 West Cordova Street,V6B 1E1,['J1772'],,,1.0,FLO,https://flo.ca/,,,False,,,Public,,['a4de81c5-0366-41bc-a3d6-0370c5110665'],['a370cdf1-f223-4589-9a60-f174ca1a155b']
24 hours daily,,,2023-12-29,,Public,213913,2022-04-13,,E,,,City of Victoria - View Street Parkade – 6th Floor,888-356-8911,2023-12-29T11:41:11Z,,GPS,48.4251968130405,-123.363904508669,Victoria,,743 View Street,V8W 1J9,['J1772'],,,12.0,FLO,https://flo.ca/,,,False,,,Public,,['3db8201b-70a6-41cb-aaa8-611eab8ecee5'],"['226cb934-6a49-47d5-90f3-1e01b502e9b6', '2510004c-0dff-48a6-889d-d43860b98d92', '3916a0fd-2645-415c-a70c-bda2740cb232', '39b7a050-2fc4-4a62-b6cf-709bd850a11e', '641512c6-e88a-4d53-9f28-1d04b69ffe53', '678f7206-9bd8-49bd-a9ed-514eb6c27dfe', '6c6e4d38-e629-4d97-bb62-e821028042e7', '81728e58-d1d4-4cf0-86a5-9183be2abcc1', 'a4405084-26e5-4a44-a9ee-efd92af04019', 'd6aea07a-fcf9-494e-8283-94f3d0128c22', 'd9afeb39-4fdf-4984-9e39-521ce0c13094', 'f0ab1d0a-e0da-4023-a6f0-7fe9f5a00d2d']"
24 hours daily,,,2023-12-29,,Public,214225,2022-04-16,,E,,,Westbank - 400 W Georgia - 2,888-356-8911,2023-12-29T11:40:25Z,,GPS,49.28063,-123.11578,Vancouver,,410 West Georgia,V6B 1Z3,['J1772'],,,3.0,FLO,https://flo.ca/,,,False,,,Public,,['e86e7986-14a0-4eb6-9644-e3a1a0fc59b5'],"['5fb44854-f2d5-4ae0-b160-7383ab6fbdcc', '7f0d6149-f4e5-4299-bc1f-eb8e15ef91de', '87df25a6-c49b-481a-9a31-167bf28b4488']"
24 hours daily,,,2023-12-29,,Public,214361,2022-04-21,,E,,,University of Victoria - Michael Williams Building,888-356-8911,2023-12-29T11:43:01Z,,GPS,48.466129,-123.314722,Victoria,,3800 Finnerty Road,V8P 5C2,['J1772'],,,5.0,FLO,https://flo.ca/,,,False,,,Public,,['ef5a602a-c0a2-44c7-af53-bb0ee7fda6cf'],"['0727e519-ee5d-4382-b9b6-6ca335408e02', '2779caa6-709e-4500-be85-c6783e2c2709', '6aa64708-6b39-4fbe-b563-6ad71b036c1b', 'd6d66790-76ae-4a89-b1a6-04a4648ccf1f', 'f5416413-75bd-4bb3-9121-05dfe0cb9d6c']"
24 hours daily,,,2023-12-29,,Public,214948,2022-04-23,,E,,,University of Victoria - Glover Greenhouse,888-356-8911,2023-12-29T11:40:19Z,,GPS,48.4614167,-123.3083611,Victoria,,9882 Ring Rd,V8P 3E6,['J1772'],,,5.0,FLO,https://flo.ca/,,,False,,,Public,,['d5ba05be-4dd7-444b-b08a-59b1a4849bf3'],"['0cf7ea04-ffaf-403e-b6d8-7f9ed4ac6cc1', '2f7d73da-b25e-4222-893d-61f29ed29c4c', '4bb25c80-16cf-45c0-bce8-b41a20dc2f41', '8c556d0a-7281-4e16-8599-3d7439e1016b', 'd5ed8cbf-c267-499b-8cbc-f2623b88b01d']"
24 hours daily,,A D Debit M V,2023-07-01,,Public,216390,2022-04-22,P,E,False,LD,Tamarack Centre - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,RESTAURANT,GPS,49.524887,-115.752481,Cranbrook,,1500 Cranbrook Street North #180,V1C 3S8,['TESLA'],6.0,,,Tesla,https://www.tesla.com/supercharger,,,False,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,['8447'],
24 hours daily,,,2023-12-29,,Public,216415,2022-04-29,,E,,,EasyPark - Lot 16 - 1500 Quebec,888-356-8911,2023-12-29T11:41:30Z,,GPS,49.272336,-123.101164,Vancouver,,1500 Quebec Street,V6A 2W5,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['991b9625-f059-4d39-a24c-a1f905a70b03'],"['6e0d1f38-2689-4646-8ef9-bf758aeb27c6', 'e4ae2857-5ca2-4f16-8989-3bdd53b00a11']"
24 hours daily,,,2023-12-29,,Public,216416,2022-04-29,,E,,,Waterwheel Park,888-356-8911,2023-12-29T11:41:48Z,,GPS,48.923421,-123.717301,CHEMAINUS,,9799 WATERWHEEL CRESCENT,V0R 1K0,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['af12acfd-e59d-4f44-942b-3849f1fd14ed'],"['563bd8d0-1ea9-45b9-9f1c-69aa248e54cf', '6112f7d7-1c68-4895-a834-5636c013a48b']"
24 hours daily,,,2023-12-29,,Public,216417,2022-04-29,,E,,,Surrey Museum,888-356-8911,2023-12-29T11:40:36Z,,GPS,49.104779,-122.731344,surrey,,17710 56A Avenue,V3S 5H8,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['2405b74c-2470-431d-9100-1b9c6b39a54e'],"['495f1105-8d7f-423d-99aa-e6b362fc9e68', 'b5f2403f-9f0a-4c89-ab47-2d5d8d9c8402']"
24 hours daily,,,2023-12-30,,Public,217171,2022-05-08,,E,,,YPK STATION01,888-758-4389,2023-12-30T01:35:33Z,,GPS,49.208692,-122.698727,Pitt Meadows,,19005 Airport Way,V3Y 2M5,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL165183'],"['22407041', '22407051']"
24 hours daily,,,2023-12-30,,Public,217402,2022-05-12,,E,,,WEST CHARGER STATION 3,888-758-4389,2023-12-30T01:40:37Z,,GPS,49.198147,-123.14191,Richmond,,7899 Templeton Station Rd,V7B,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL12796951'],"['22064081', '22064091']"
